Mcomp Mns Apre Mhe Vkick epre
1.4330366849899292 1.2419999837875366 4.982329845428467 2.3494293689727783 100.0 0.0
1.4318345785140991 1.5202502012252808 1.704107642173767 4.554156303405762 100.0 0.0
1.487489104270935 1.4271572828292847 0.9172118306159973 3.2288248538970947 100.0 0.0
1.4399787187576294 1.6866377592086792 1.6123484373092651 5.502907752990723 100.0 0.0
1.4330826997756958 1.2419999837875366 4.9335246086120605 2.3495781421661377 100.0 0.0
1.428071141242981 1.4271572828292847 6.380238056182861 3.136085033416748 100.0 0.0
1.438495397567749 1.4915781021118164 2.6893622875213623 4.206607818603516 100.0 0.0
1.4330525398254395 1.2419999837875366 4.96549129486084 2.3494715690612793 100.0 0.0
1.4330967664718628 1.2419999837875366 4.918757915496826 2.349627733230591 100.0 0.0
1.4324758052825928 1.4775809049606323 2.8825316429138184 4.128445148468018 100.0 0.0
1.4330918788909912 1.2419999837875366 4.923891544342041 2.3496103286743164 100.0 0.0
1.4325021505355835 1.2419999837875366 5.253162860870361 2.3643898963928223 100.0 0.0
1.4369832277297974 1.4768788814544678 5.884949684143066 3.9297914505004883 100.0 0.0
1.4469388723373413 1.4271572828292847 1.1198538541793823 4.103821754455566 100.0 0.0
1.4349696636199951 1.4271572828292847 6.392564296722412 3.298938512802124 100.0 0.0
1.4275931119918823 1.2419999837875366 2.7362635135650635 2.5006754398345947 100.0 0.0
1.4546642303466797 1.4271572828292847 1.4833402633666992 3.600238084793091 100.0 0.0
1.4313427209854126 1.2419999837875366 7.378937721252441 2.3465874195098877 100.0 0.0
1.431327223777771 1.4271572828292847 6.572049617767334 3.4958715438842773 100.0 0.0
1.431199073791504 1.4536954164505005 4.82304048538208 3.9003608226776123 100.0 0.0
1.4308412075042725 1.4271572828292847 7.6842875480651855 2.389381170272827 100.0 0.0
1.4368985891342163 1.4271572828292847 3.8478574752807617 3.7915244102478027 100.0 0.0
1.4313186407089233 1.2419999837875366 7.440901279449463 2.3464605808258057 100.0 0.0
1.4310094118118286 1.2419999837875366 7.76242208480835 2.36018967628479 100.0 0.0
1.4359911680221558 1.4682780504226685 2.5897717475891113 4.1061882972717285 100.0 0.0
1.4881634712219238 1.4271572828292847 0.8784292936325073 3.1711440086364746 100.0 0.0
1.4560208320617676 1.4271572828292847 0.9859857559204102 3.9125282764434814 100.0 0.0
1.4312931299209595 1.2419999837875366 7.507665157318115 2.3463258743286133 100.0 0.0
1.4543092250823975 1.4271572828292847 1.0178425312042236 3.6420323848724365 100.0 0.0
1.44880211353302 1.4271572828292847 0.7762607336044312 3.8530099391937256 100.0 0.0
1.4313082695007324 1.2419999837875366 7.4678730964660645 2.3464059829711914 100.0 0.0
1.4387089014053345 1.4271572828292847 2.450939893722534 3.7928788661956787 100.0 0.0
1.446510910987854 1.4271572828292847 1.7339603900909424 3.765615701675415 100.0 0.0
1.434829592704773 1.4271572828292847 3.0271501541137695 3.6773769855499268 100.0 0.0
1.4313080310821533 1.2419999837875366 7.468443393707275 2.346404790878296 100.0 0.0
1.4304786920547485 1.4390459060668945 6.546609401702881 3.7759311199188232 100.0 0.0
1.4826990365982056 1.4271572828292847 1.0249459743499756 3.3091280460357666 100.0 0.0
1.431323766708374 1.2419999837875366 7.427674293518066 2.346487522125244 100.0 0.0
1.2438753843307495 1.4271572828292847 6.885220050811768 3.347710371017456 100.0 0.0
1.4347445964813232 1.502368450164795 1.481843113899231 4.538017272949219 100.0 0.0
1.4333317279815674 1.4271572828292847 2.650054931640625 3.6859567165374756 100.0 0.0
1.4315428733825684 1.5272409915924072 1.648165225982666 4.611544609069824 100.0 0.0
1.4313228130340576 1.2419999837875366 7.430106163024902 2.346482515335083 100.0 0.0
1.4311758279800415 1.4763216972351074 2.166682720184326 4.2178521156311035 100.0 0.0
1.4340013265609741 1.5206060409545898 0.9057826995849609 4.8250627517700195 100.0 0.0
1.4880363941192627 1.4271572828292847 0.8862579464912415 3.184152603149414 100.0 0.0
1.4323225021362305 1.2419999837875366 5.90464973449707 2.38358998298645 100.0 0.0
1.2461037635803223 1.4271572828292847 2.291166067123413 2.7661428451538086 100.0 0.0
1.4293498992919922 1.4271572828292847 9.837323188781738 2.95450496673584 100.0 0.0
1.4314687252044678 1.4575729370117188 6.8466033935546875 3.846301317214966 100.0 0.0
1.4322925806045532 1.2419999837875366 5.94991397857666 2.3834643363952637 100.0 0.0
1.430591106414795 1.4271572828292847 2.8304641246795654 2.521258592605591 100.0 0.0
1.432950496673584 1.2419999837875366 4.939279079437256 2.384535551071167 100.0 0.0
1.4313485622406006 1.4271572828292847 6.261775970458984 2.4510388374328613 100.0 0.0
1.4333059787750244 1.2419999837875366 4.799732208251953 2.3656039237976074 100.0 0.0
1.4323145151138306 1.2419999837875366 5.916966438293457 2.383554458618164 100.0 0.0
1.4289590120315552 1.4271572828292847 23.236024856567383 3.20554780960083 100.0 0.0
1.4321411848068237 1.4271572828292847 5.342098236083984 3.328080177307129 100.0 0.0
1.4293497800827026 1.4271572828292847 9.798686027526855 2.954608201980591 100.0 0.0
1.4480026960372925 1.4608986377716064 1.0183994770050049 4.483619213104248 100.0 0.0
1.4333536624908447 1.2419999837875366 4.753262042999268 2.3657684326171875 100.0 0.0
1.4293497800827026 1.4271572828292847 9.791996955871582 2.9546260833740234 100.0 0.0
1.431142807006836 1.4271572828292847 6.226510524749756 2.4711177349090576 100.0 0.0
1.4293497800827026 1.4271572828292847 9.720032691955566 2.9548187255859375 100.0 0.0
1.4313633441925049 1.4271572828292847 6.27125358581543 2.4493143558502197 100.0 0.0
1.4313738346099854 1.4271572828292847 6.259359836578369 2.4488770961761475 100.0 0.0
1.4329794645309448 1.4271572828292847 4.36072301864624 3.3973658084869385 100.0 0.0
1.433328628540039 1.2419999837875366 4.777590751647949 2.3656821250915527 100.0 0.0
2.095247268676758 1.4271572828292847 13.39256763458252 2.7263858318328857 100.0 0.0
1.4322710037231445 1.2419999837875366 5.983013153076172 2.383373975753784 100.0 0.0
1.4293497800827026 1.4271572828292847 9.734397888183594 2.954780101776123 100.0 0.0
1.4289876222610474 1.4271572828292847 22.760517120361328 3.158931255340576 100.0 0.0
1.4362069368362427 1.4271572828292847 2.5925159454345703 3.5197715759277344 100.0 0.0
1.4312331676483154 1.2419999837875366 4.419459342956543 2.3960535526275635 100.0 0.0
1.4293497800827026 1.4271572828292847 9.758832931518555 2.954714775085449 100.0 0.0
1.432303547859192 1.2419999837875366 5.93351936340332 2.3835079669952393 100.0 0.0
1.4333058595657349 1.2419999837875366 4.799930572509766 2.365603446960449 100.0 0.0
1.4291294813156128 1.4271572828292847 8.038957595825195 2.8837203979492188 100.0 0.0
1.4323101043701172 1.2419999837875366 5.923885345458984 2.383533477783203 100.0 0.0
1.4333062171936035 1.2419999837875366 4.799576282501221 2.3656046390533447 100.0 0.0
1.4293451309204102 1.4271572828292847 10.440221786499023 2.953057050704956 100.0 0.0
1.432311773300171 1.2419999837875366 5.9198760986328125 2.383554458618164 100.0 0.0
1.433680534362793 1.4271572828292847 2.9939427375793457 3.7659335136413574 100.0 0.0
1.433347225189209 1.2419999837875366 4.759481906890869 2.365746259689331 100.0 0.0
1.4339860677719116 1.5112223625183105 3.356200933456421 4.255544185638428 100.0 0.0
1.4293497800827026 1.4271572828292847 9.73595142364502 2.9547760486602783 100.0 0.0
1.4323174953460693 1.2419999837875366 5.913726806640625 2.383554458618164 100.0 0.0
1.4336718320846558 1.4271572828292847 7.8509345054626465 3.3752574920654297 100.0 0.0
1.430006980895996 1.5736747980117798 4.997195720672607 4.485429286956787 100.0 0.0
1.4333561658859253 1.2419999837875366 4.751835346221924 2.365797758102417 100.0 0.0
1.6655915975570679 1.4271572828292847 1.436087965965271 3.295517683029175 100.0 0.0
1.429284691810608 1.4271572828292847 7.858862400054932 2.8501126766204834 100.0 0.0
1.4283908605575562 1.6197398900985718 1.8958555459976196 5.028522968292236 100.0 0.0
1.433059573173523 1.2419999837875366 4.8794989585876465 2.3735415935516357 100.0 0.0
1.4323151111602783 1.2419999837875366 5.916295528411865 2.383554458618164 100.0 0.0
1.4328522682189941 1.4271572828292847 3.2893826961517334 3.833001136779785 100.0 0.0
1.4289977550506592 1.4271572828292847 8.581941604614258 3.0050761699676514 100.0 0.0
1.7495304346084595 1.4271572828292847 22.615110397338867 2.7860536575317383 100.0 0.0
1.4361673593521118 1.4288901090621948 2.4585328102111816 3.917999744415283 100.0 0.0
1.4331283569335938 1.4271572828292847 7.9604268074035645 3.2309720516204834 100.0 0.0
1.4476877450942993 1.4271572828292847 2.374560832977295 3.2862436771392822 100.0 0.0
1.43719482421875 1.446056604385376 2.0105690956115723 4.072186470031738 100.0 0.0
1.4505177736282349 1.4271572828292847 1.991949200630188 3.202324390411377 100.0 0.0
1.4316033124923706 1.4271572828292847 2.67748761177063 3.5149407386779785 100.0 0.0
1.432013750076294 1.5295398235321045 5.261187553405762 4.24639892578125 100.0 0.0
1.4372421503067017 1.4271572828292847 2.815389633178711 3.8643722534179688 100.0 0.0
1.4305375814437866 1.5381823778152466 3.7432968616485596 4.377633094787598 100.0 0.0
1.7729487419128418 1.7562376260757446 2.891940116882324 5.488712310791016 100.0 0.0
1.4419409036636353 1.4457567930221558 1.3971233367919922 4.24876070022583 100.0 0.0
1.4892022609710693 1.4271572828292847 0.7989159226417542 3.014456033706665 100.0 0.0
1.920141577720642 1.4271572828292847 1.0144143104553223 2.938711643218994 100.0 0.0
1.4879429340362549 1.4271572828292847 0.8922585844993591 3.193593978881836 100.0 0.0
1.2620372772216797 1.4271572828292847 0.9243355393409729 3.4416096210479736 100.0 0.0
